"X..Population.25.Years.and.Over..Less.than.High.School","X..Population.25.Years.and.Over..High.School.Graduate..Includes.Equivalency.","X..Population.25.Years.and.Over..Some.College","X..Population.25.Years.and.Over..Bachelor.s.Degree","X..Population.25.Years.and.Over..Master.s.Degree","X..Population.25.Years.and.Over..Professional.School.Degree","X..Population.25.Years.and.Over..Doctorate.Degree","Vacant.Housing.Units.","X..Vacant.Housing.Units..for.Rent","X..Vacant.Housing.Units..for.Sale.Only","X..Vacant.Housing.Units..Other.Vacant","Average.Gross.Rent.for.Renter.Occupied.Housing.Units","Population.for.Whom.Poverty.Status.Is.Determined","Total.Population","Median.Age.","X..Total.Population..Not.Hispanic.or.Latino","X..Total.Population..Not.Hispanic.or.Latino..White.Alone","X..Total.Population..Not.Hispanic.or.Latino..Black.or.African.American.Alone","X..Total.Population..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.Alone","X..Total.Population..Not.Hispanic.or.Latino..Asian.Alone","X..Total.Population..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.Alone","X..Total.Population..Not.Hispanic.or.Latino..Some.Other.Race.Alone","X..Total.Population..Not.Hispanic.or.Latino..Two.or.More.Races","Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Employed","X..Civilian.Population.in.Labor.Force.16.Years.and.Over..Unemployed","Per.Capita.Income..In.2019.Inflation.Adjusted.Dollars.","Gini.Index","LG.li","meidan_income","GEOID","counts","LG.li.1","spatial"
40.65,26.37,22.5,9.36,0.54,0.57,0,109,50.46,0,49.54,644.8372615,4650,"4650","33.9","34.45","0.58","33.87","0","0","0","0","0","239","87.94","12.06","13499","0.5188","1.30729435127843","17960",36005016100,"541","1.30729435127843","Uncluster"
20.5,33.55,26.69,9.75,9.09,0.41,0,47,0,0,100,1163.888889,1675,"1870","44.2","40.96","31.6","4.17","0","4.65","0","0.53","0","36","95.9","4.1","36113","0.5108","-0.917897015700321","81210",36005016200,"51","-0.917897015700321","Uncluster"
12.89,27.53,31.41,24.16,3.38,0.63,0,52,0,25,75,1292.307692,1046,"1046","48.8","70.27","67.97","2.29","0","0","0","0","0","24","94.93","5.07","42212","0.4533","-0.923879485446758","80000",36005016400,"22","-0.923879485446758","Uncluster"
23.32,28.41,34.48,13.3,0.49,0,0,48,58.33,0,41.67,1261.46789,965,"965","31.3","46.94","0","46.01","0","0.93","0","0","0","36","91.47","8.53","14668","0.4171","1.27256543007816","26739",36005016500,"342","1.27256543007816","Uncluster"
12.1,33.57,34.15,13.52,6.21,0,0.45,52,53.85,0,46.15,1758.867925,2244,"2244","41.6","37.43","21.39","7.98","0","4.46","0","2.54","1.07","53","95.62","4.38","31852","0.4054","-0.830586344508256","78333",36005016600,"362","-0.830586344508256","Uncluster"
26.78,29.71,28.75,11.72,2.63,0.4,0,18,0,0,100,1018.511066,3491,"3695","28.1","44.87","0.87","42.98","0","0","0","0.16","0.87","190","86.59","13.41","16138","0.4597","1.05750692002016","31600",36005016700,"220","1.05750692002016","Uncluster"
35.21,22.85,29.49,9.55,2.9,0,0,20,50,0,50,1083.92435,1572,"1633","33.7","46.48","0.31","46.17","0","0","0","0","0","110","83.94","16.06","16018","0.4955","0.990199147457069","30221",36005016900,"112","0.990199147457069","Uncluster"
47.13,23.81,14.96,11.8,2.3,0,0,28,0,0,100,897.5951904,5733,"5746","37.6","33.85","2.84","24.63","0.8","4.52","0","0","1.06","206","90.1","9.9","13380","0.4867","4.11901099157781","20662",36005017300,"332","4.11901099157781","Cluster"
36.72,31.89,22.62,7.97,0,0.48,0.33,35,0,0,100,863.9584136,6433,"6536","34.7","42.15","2.83","35.66","0","0.26","0","1.59","1.81","245","91.81","8.19","18614","0.5442","1.24577055477805","26630",36005017500,"370","1.24577055477805","Uncluster"
31.18,23.27,36.71,6.59,2.25,0,0,241,53.94,0,46.06,1222.178988,4236,"4650","32.2","39.91","1.33","38","0","0","0","0","0.58","229","89.21","10.79","16952","0.6035","2.21354917054324","28750",36005017701,"263","2.21354917054324","Cluster"
33.63,28.09,23.22,11.73,1.6,1.72,0,167,29.34,8.38,62.28,1036.332418,5423,"5423","32.1","42.47","1.99","36.18","0","0.77","0","0.87","2.66","474","81.64","18.36","18979","0.5375","1.84663079877681","34567",36005017702,"400","1.84663079877681","Cluster"
37.63,23.02,27.86,5.63,5.87,0,0,123,69.11,0,30.89,1195.068138,4831,"4831","29.9","32.97","1.26","25.92","4.31","1.49","0","0","0","248","88.85","11.15","15637","0.4684","1.75404333054661","39036",36005017901,"154","1.75404333054661","Cluster"
36.49,27.62,29.96,3.15,2.77,0,0,50,36,0,64,1199.474238,3350,"3351","27.1","35.12","0.33","30.14","2.75","0","0","0.39","1.52","114","92.22","7.78","16003","0.4928","1.04618055192129","NA",36005018101,"77","1.04618055192129","Uncluster"
26.23,32.53,22.45,14.55,3.37,0.62,0.25,104,22.12,0,77.88,1153.329185,5061,"5294","33","44.41","1.79","38.14","0","1.83","0","1.17","1.47","369","84.73","15.27","15911","0.4705","0.580026686938551","31602",36005018102,"161","0.580026686938551","Uncluster"
24.34,26.46,21.83,15.23,9.11,2.25,0.77,31,61.29,0,38.71,1099.629172,4320,"4320","42.4","39.35","5.72","30.83","0","1.5","0","1.3","0","185","91.45","8.55","27626","0.5047","2.14070493449672","37105",36005018301,"98","2.14070493449672","Cluster"
28.49,30.95,24.51,13.67,2.37,0,0,83,61.45,0,38.55,1250.922819,3824,"3824","34.5","31.17","2.64","27.33","0","0.6","0","0","0.6","196","89.55","10.45","19296","0.479","0.401039532013625","41894",36005018302,"158","0.401039532013625","Uncluster"
16.45,24.74,27.53,20.79,8.68,0,1.8,47,0,0,100,1540.848214,3793,"3793","40.9","49.46","40.57","2.11","0","6.04","0.74","0","0","136","93.13","6.87","34379","0.3808","-0.365140118518771","79191",36005018400,"106","-0.365140118518771","Uncluster"
25.94,28.88,32.99,7.94,4.25,0,0,156,46.15,0,53.85,1066.574966,8922,"9001","31.5","46.07","0.63","44.06","0","0","0","0.12","1.26","548","85.39","14.61","15736","0.5599","5.30917286802202","25808",36005018500,"716","5.30917286802202","Cluster"
35.73,27.45,23,12.48,0.74,0.23,0.37,98,29.59,0,70.41,1046.538601,8066,"8210","30.7","34.75","4.14","28.51","0","0.41","0","0.79","0.89","237","93.35","6.65","15278","0.4691","5.02280334859979","27339",36005018900,"325","5.02280334859979","Cluster"
28.2,32.15,24.14,13.3,1.2,1.01,0,157,41.4,0,58.6,896.6455122,6350,"6350","29","33.23","0.33","30.87","0.47","1.09","0","0.47","0","387","84.15","15.85","12226","0.4971","4.38076934226815","23927",36005019300,"303","4.38076934226815","Cluster"
12.97,29.11,29.48,24.08,3.91,0.43,0,41,31.71,0,68.29,1519.078947,2375,"2375","34.3","33.81","15.07","9.81","1.47","4.34","0.13","0","2.99","121","88.41","11.59","22155","0.4703","0.162758869498382","54167",36005019400,"63","0.162758869498382","Uncluster"
35.35,26.68,22.07,10.98,3.13,1.78,0,75,68,0,32,1191.130298,6994,"7060","37","34.56","2.01","28.75","0.06","0.65","0","0.42","2.66","379","88.03","11.97","16084","0.4828","2.80812159768988","27227",36005019500,"313","2.80812159768988","Cluster"
27.4,31.88,23.06,12.73,2.91,1.24,0.77,28,0,0,100,1155.583215,8338,"8338","33.4","32.85","1.72","29.88","0","0","0","0.54","0.72","266","94","6","20527","0.4556","4.02061282360088","42569",36005019900,"276","4.02061282360088","Cluster"
27.56,21.53,25.44,17.39,6.52,1.57,0,129,39.53,0,60.47,1260.714286,4700,"4711","32.7","38.8","2.76","9.38","0","23.39","0.55","1.53","1.19","297","86.69","13.31","17453","0.4617","-0.239720917663747","40184",36005020000,"234","-0.239720917663747","Uncluster"
36.54,30.11,21.69,9.17,1.66,0,0.83,126,16.67,0,83.33,1042.009494,3943,"3993","32.4","34.26","3.31","30.75","0","0.2","0","0","0","32","98","2","16663","0.5099","1.49403178763504","34038",36005020100,"309","1.49403178763504","Uncluster"
25.82,30.79,23.34,11.73,6.52,1.8,0,53,47.17,0,52.83,1160.413793,2348,"2385","36.2","38.74","4.36","15.09","0","16.06","0","0.29","2.94","38","96.63","3.37","20804","0.4795","-0.517717573965235","39306",36005020200,"102","-0.517717573965235","Uncluster"
30.49,20.79,27.04,16.67,3.74,0,1.28,77,0,0,100,1381.761006,3005,"3011","34.3","32.85","8.93","3.59","0","18.03","0","1.59","0.7","70","94.95","5.05","23094","0.4378","-0.127396376684447","51199",36005020400,"72","-0.127396376684447","Uncluster"
30.79,34.06,24.25,9.68,1.23,0,0,54,46.3,0,53.7,838.0442541,6955,"6976","34.3","28.47","1.05","26.33","0","0.79","0","0","0.3","500","82.35","17.65","15438","0.5424","1.05794205792093","17601",36005020501,"290","1.05794205792093","Uncluster"
35.7,23.49,21.17,12.94,4.71,0,1.99,49,46.94,0,53.06,933.6175396,2160,"2160","39.3","28.52","1.67","26.44","0","0.14","0","0","0.28","114","89","11","20609","0.5809","0.456902610192663","18919",36005020502,"90","0.456902610192663","Uncluster"
15.86,32.56,26.85,16.71,6.99,0.49,0.55,73,28.77,0,71.23,1267.236025,2237,"2237","36.9","47.43","3.53","7.6","0","32.36","0","1.43","2.5","110","89.76","10.24","22785","0.4486","-0.259070089007619","48367",36005020601,"69","-0.259070089007619","Uncluster"
26.51,34.09,23.13,11.96,3.99,0.32,0,67,16.42,0,83.58,997.7482679,4287,"4287","36.4","42.13","3.83","37.6","0","0.26","0","0.21","0.23","65","96.43","3.57","15778","0.4574","0.952382626266638","31190",36005020900,"216","0.952382626266638","Uncluster"
14.23,31.44,28.62,11.41,12.93,1.06,0.3,219,57.08,0,42.92,1371.635884,8930,"8930","39","63.87","2.18","50.47","0.71","8.8","0","0.5","1.21","409","91.84","8.16","29241","0.4195","0.0870413833669447","54076",36005021001,"207","0.0870413833669447","Uncluster"
14.85,27.07,31.72,16.71,7.84,1.81,0,46,0,0,100,1341.099916,7613,"7613","33.5","69.81","1.13","46.83","0","20.78","0","0.14","0.93","451","88.79","11.21","28750","0.4451","0.408391630913134","55961",36005021002,"104","0.408391630913134","Uncluster"
37.73,24.35,26.83,7.33,3.77,0,0,98,67.35,0,32.65,996.5611354,5299,"5343","30.3","32.66","0.75","29.66","0","1.16","0","0.24","0.84","369","85.2","14.8","13783","0.4363","1.21848597003053","30092",36005021100,"184","1.21848597003053","Uncluster"
15.04,24.32,30.83,22.53,6.45,0.4,0.43,162,58.02,0,41.98,1279.636364,4850,"4850","45.9","67.81","1.4","41.32","0.52","23.42","0","0.29","0.87","170","93.94","6.06","31211","0.374","0.24904971307965","57500",36005021200,"87","0.24904971307965","Uncluster"
29.96,26.2,23.22,16.99,2.46,1.17,0,5,0,0,100,955.4376658,1267,"1267","34.4","16.89","5.52","9.87","0","0","1.5","0","0","81","87.14","12.86","18281","0.4934","1.48314644208148","25509",36005021301,"38","1.48314644208148","Uncluster"
32.24,24.55,26.04,12.12,4.02,0,1.02,162,44.44,0,55.56,1115.655577,5513,"5513","32.6","37.46","0.33","36.33","0","0.8","0","0","0","360","85.19","14.81","14287","0.4706","1.0438646276464","25512",36005021302,"190","1.0438646276464","Uncluster"
35.72,17.28,30.74,11.89,4.02,0.36,0,71,74.65,0,25.35,1151.784414,4396,"4565","27.1","23","1.23","21.64","0","0","0","0","0.13","257","86.99","13.01","15521","0.4721","1.11984029463737","33750",36005021501,"135","1.11984029463737","Uncluster"
34.58,28.29,21.7,12.72,1.56,0.6,0.55,76,0,0,100,983.9566929,6344,"6532","30.6","24.97","0.29","23.27","0","0","0","0.61","0.8","387","85.22","14.78","13448","0.5132","1.31943893359635","25238",36005021502,"367","1.31943893359635","Uncluster"
20.37,39.61,30.76,6.69,2.16,0,0.4,83,20.48,0,79.52,1280.200861,4720,"4720","33.5","37.2","4.22","23.18","0","3.22","0","2.03","4.56","220","89.31","10.69","18147","0.4559","1.13120857130601","34510",36005021601,"162","1.13120857130601","Uncluster"
19.39,20.45,29.37,18.23,11.84,0.73,0,126,40.48,0,59.52,1394.693028,5614,"5632","36.1","61.2","3.78","33.56","1.08","18.63","0","0","4.15","251","92.66","7.34","28397","0.3808","0.637616174493418","55354",36005021602,"208","0.637616174493418","Uncluster"
26.25,24.44,38.2,9.3,1.81,0,0,148,20.95,0,79.05,1134.036145,5078,"5124","34","52.19","1.97","46.78","0","2.54","0","0.27","0.62","306","88.21","11.79","18392","0.5266","1.98083149762047","36420",36005021700,"305","1.98083149762047","Cluster"
32.39,28.98,25.88,8.51,3.08,0.48,0.68,106,0,0,100,1174.298056,6507,"6520","35","27.06","2.19","20.18","0","3.42","0","0.51","0.75","123","96.49","3.51","20995","0.3982","1.44494802343495","47581",36005021800,"250","1.44494802343495","Uncluster"
21.62,37.43,28.47,11.42,1.05,0,0,10,100,0,0,1224.043716,872,"882","36.2","11.11","3.74","4.42","0.79","2.15","0","0","0","28","94.52","5.48","17429","0.4266","4.2384692969638","26316",36005021900,"206","4.2384692969638","Cluster"
28.07,40.42,23.1,7.22,1.2,0,0,64,7.81,0,92.19,1136.503067,1894,"2007","32.6","29.2","1.49","22.42","0","5.28","0","0","0","161","81.83","18.17","21758","0.5916","0.255340128443058","35781",36005022000,"159","0.255340128443058","Uncluster"
35.05,28.9,17.85,13.44,4.76,0,0,14,100,0,0,1201.267829,4122,"4133","28.4","28.45","0.27","21.65","0","5.69","0","0.19","0.65","100","93.93","6.07","14169","0.4266","2.4090456623577","32600",36005022101,"584","2.4090456623577","Cluster"
38.28,23.05,27.41,8.8,1.21,0.57,0.67,67,74.63,0,25.37,1168.923077,5411,"5411","30","15.89","1.02","13.25","0","0.61","0","0","1.02","289","88.33","11.67","13093","0.4002","2.54997370570953","32792",36005022102,"198","2.54997370570953","Cluster"
26.65,36.82,20.38,12.72,3.02,0,0.42,65,23.08,0,76.92,1291.491713,3272,"3293","34.5","51.66","5.5","10.69","2.58","28.3","0","1.52","3.07","32","98.03","1.97","19758","0.3868","0.0327598363719012","51064",36005022200,"268","0.0327598363719012","Uncluster"
37.61,27.81,21.88,10.74,1.64,0.32,0,43,51.16,0,48.84,1047.128927,5143,"5278","32.1","20.48","2.39","14.4","0.81","0.23","0","0.55","2.1","283","88.73","11.27","13508","0.4558","2.46811995146696","26761",36005022300,"208","2.46811995146696","Cluster"
19.4,32.15,25.45,20.44,2.56,0,0,71,54.93,0,45.07,1467.305752,2492,"2498","36.5","33.23","8.01","16.45","0","5.36","0","2.92","0.48","220","85.13","14.87","33194","0.5061","0.200770958948017","55909",36005022401,"123","0.200770958948017","Uncluster"
15.22,28.89,28.1,20.23,7.12,0.44,0,77,49.35,0,50.65,1408.170515,3194,"3194","35.3","46.06","19.76","23.61","0","0.81","0","0.31","1.57","158","90.45","9.55","25162","0.4143","-0.844946316509057","51767",36005022403,"216","-0.844946316509057","Uncluster"
16.23,26.5,22.3,23.55,9.34,1.35,0.74,22,100,0,0,1314.989733,4203,"4203","37.8","43.59","17.75","17.94","1.26","5.57","0","0.31","0.76","224","91.11","8.89","29041","0.4102","-0.466087792508601","53346",36005022404,"86","-0.466087792508601","Uncluster"
34.74,31.88,22.27,8.96,2.16,0,0,74,100,0,0,1186.169735,8153,"8499","28.3","23.09","3.67","17.93","0","1.48","0","0","0","520","87.1","12.9","18567","0.5412","1.13332659136173","38489",36005022500,"386","1.13332659136173","Uncluster"
28.64,28.83,23.18,13.12,4.94,1.29,0,58,62.07,0,37.93,1166.573505,5073,"5151","31.7","44.24","1.51","40.03","0","1.94","0","0","0.76","289","88.09","11.91","18221","0.5072","0.329008507261363","34159",36005022701,"128","0.329008507261363","Uncluster"
31.53,20.14,14.44,16.9,7.07,9.92,0,10,0,0,100,1276.09075,1688,"1688","34.1","32.23","4.38","21.74","0","5.21","0","0.47","0.41","113","87.39","12.61","23126","0.4154","0.587396156820192","60938",36005022703,"50","0.587396156820192","Uncluster"
20,25.06,26.97,16.13,8.31,1.97,1.55,74,44.59,0,55.41,1487.946641,6128,"6128","36.3","51.42","17.75","15.24","0","13.35","0","0","5.08","258","92.47","7.53","27588","0.3781","-0.898436655783178","58431",36005022800,"79","-0.898436655783178","Uncluster"
34.26,28.14,25.39,7.68,1.84,2.1,0.6,90,8.89,0,91.11,1243.910089,5743,"5743","29","40.55","1.53","34.74","0.42","1.03","0","0.26","2.58","168","92.95","7.05","17953","0.4977","0.336090913667024","35461",36005022901,"266","0.336090913667024","Uncluster"
30.74,37.36,15.97,12.36,3.09,0.48,0,48,33.33,0,66.67,1073.844538,3603,"3614","28.1","23.16","0.89","17.13","0","1.47","0","0.66","3.02","206","87.1","12.9","13742","0.4533","1.13625470933268","34167",36005022902,"142","1.13625470933268","Uncluster"
22.66,28.99,24.3,20.16,2.56,0,1.34,54,0,37.04,62.96,1407.780612,2802,"2802","30.6","48.32","19.02","17.81","0","9.17","0","0","2.32","90","93.23","6.77","20371","0.4884","-0.732790025372933","38958",36005023000,"99","-0.732790025372933","Uncluster"
44.03,32.61,16.3,6.75,0.31,0,0,25,24,0,76,1146.933962,1445,"1537","35.8","38.32","2.6","35.72","0","0","0","0","0","76","87.33","12.67","11845","0.4315","1.97426896753685","29263",36005023100,"139","1.97426896753685","Cluster"
25.17,30.3,22.83,14.42,5.31,1.2,0.76,90,45.56,22.22,32.22,1394.235033,2464,"2476","39","50","28.43","12.72","0.65","5.61","0","2.46","0.12","58","94.86","5.14","23771","0.4283","-1.27262814878086","56528",36005023200,"83","-1.27262814878086","Uncluster"
32.33,28.12,23.42,10.41,4.18,0.32,1.22,48,54.17,0,45.83,1071.756757,3948,"3956","33","36.8","0","32.66","0","2.05","0","1.57","0.53","292","85.54","14.46","17516","0.4892","1.89126453218011","30861",36005023301,"173","1.89126453218011","Cluster"
33.96,26.35,28.37,8.11,1.79,0.41,1.01,48,68.75,0,31.25,1183.632735,3661,"3706","28.4","16.92","1.27","13.9","0","1.75","0","0","0","174","89.73","10.27","14294","0.4552","1.47833399322419","42500",36005023302,"103","1.47833399322419","Uncluster"
41.01,32.01,19.59,4.84,1.72,0.83,0,61,26.23,0,73.77,1162.04107,4127,"4153","41.9","20.56","0.41","19.12","0","1.04","0","0","0","172","91.34","8.66","18133","0.5189","1.01082387541757","29342",36005023502,"189","1.01082387541757","Uncluster"
31,16.51,32.47,16.14,2.77,1.11,0,16,0,0,100,1229.956897,1754,"1816","27.8","59.25","31.06","17.29","0","10.85","0","0","0.06","109","87.53","12.47","19747","0.5219","-0.62736880258801","38021",36005023600,"62","-0.62736880258801","Uncluster"
43.39,23.06,23.96,5.83,2.85,0.91,0,23,100,0,0,1154.202899,1180,"1180","32.5","19.32","0.93","18.14","0","0","0","0","0.25","92","83.36","16.64","17555","0.4582","2.23946838392176","37734",36005023702,"138","2.23946838392176","Cluster"
34.07,32.33,27.55,4.59,1.46,0,0,50,52,0,48,1118.397997,5448,"5574","27.7","19.36","1.27","17.13","0","0.36","0","0.41","0.18","439","83.67","16.33","13710","0.4869","2.56361599808329","30109",36005023703,"460","2.56361599808329","Cluster"
39.82,38.1,15.38,6.7,0,0,0,60,68.33,0,31.67,1101.226054,3802,"3803","29","19.25","0.37","17.75","0","0","0","0.68","0.45","265","82.13","17.87","10697","0.4839","3.35211156319706","20679",36005023704,"134","3.35211156319706","Cluster"
19.02,28.77,29.68,14.6,5.05,1.61,1.26,113,25.66,17.7,56.64,1553.816794,2227,"2241","33.7","46.18","18.25","16.96","0","7.76","0","0","3.21","101","91.49","8.51","24109","0.4075","-0.658160950800323","52599",36005023800,"104","-0.658160950800323","Uncluster"
38.06,25.21,27.48,7.9,1.35,0,0,136,37.5,0,62.5,1098.728645,7836,"7873","29.6","29.7","0","25","0","1.11","0","0.28","3.32","534","85.6","14.4","12198","0.4362","4.19454562054181","27615",36005023900,"405","4.19454562054181","Cluster"
23.81,30.11,24.05,16.06,4.64,1.34,0,176,15.91,16.48,67.61,1258.867925,3878,"3903","33.6","32.05","10.48","17.63","0","2.1","0","1.18","0.67","197","90.16","9.84","21061","0.5082","0.17238842750775","39688",36005024000,"177","0.17238842750775","Uncluster"
29.34,31.07,23.81,11.74,3.67,0.38,0,133,0,0,100,1182.747934,6597,"6621","29.7","38.56","4.61","30.66","0","2.78","0","0","0.51","281","91.35","8.65","16509","0.418","2.73432658781091","41322",36005024100,"573","2.73432658781091","Cluster"
33,27.73,31.84,5.54,1.04,0.84,0,43,62.79,0,37.21,1029.301619,5737,"5737","32.8","21.79","1.29","18.39","0","1.03","0","0.61","0.47","198","91.47","8.53","14185","0.4496","2.37996460115559","25088",36005024300,"230","2.37996460115559","Cluster"
13.54,31.4,27.75,19.65,4.26,2.78,0.62,54,0,0,100,1398.973306,2146,"2146","40","44.22","34.86","3.82","0.37","2.89","0","2.28","0","132","89.13","10.87","29302","0.4459","-1.49633021234775","60709",36005024400,"69","-1.49633021234775","Uncluster"
38.37,31.54,22.81,4.88,1.52,0,0.88,72,12.5,0,87.5,1099.590723,4871,"4871","29.3","19.22","1.4","15.99","0","0.82","0","1.01","0","250","87.62","12.38","10815","0.4521","-0.0125190052283442","24146",36005024501,"165","-0.0125190052283442","Uncluster"
41.35,30.07,17.25,7.71,3.62,0,0,13,100,0,0,1181.740614,3577,"3677","33.2","22.27","0.76","21.51","0","0","0","0","0","109","93.42","6.58","15971","0.4703","0.243821702520114","29835",36005024502,"103","0.243821702520114","Uncluster"
24.01,28.1,24.15,15.57,6.99,0.48,0.69,16,0,0,100,1393.430657,2007,"2011","41.2","65.04","42.52","4.82","0","17.7","0","0","0","93","91.31","8.69","29684","0.4315","-1.40445169652642","65473",36005024600,"48","-1.40445169652642","Uncluster"
30.32,20.5,29.38,11.69,6.94,1.17,0,17,0,0,100,1335.561497,2058,"2058","32.1","45.34","1.36","43.25","0","0.29","0","0","0.44","73","92.52","7.48","21946","0.3715","-0.420971881516709","49107",36005024700,"59","-0.420971881516709","Uncluster"
16.06,25.64,23.96,22.5,9.16,1.55,1.13,65,35.38,0,64.62,1394.562648,2765,"3078","43.8","70.66","48.25","11.53","0.52","9.81","0","0","0.55","140","91.67","8.33","31651","0.3816","-0.73301170624847","69786",36005024800,"64","-0.73301170624847","Uncluster"
10.16,31.13,18.26,23.36,6.49,7.49,3.11,49,26.53,0,73.47,1392.14876,2589,"2591","39.7","69.24","49.02","0.08","1.24","18.91","0","0","0","46","96.09","3.91","37827","0.4112","-1.80715883042035","85868",36005025000,"43","-1.80715883042035","Uncluster"
30.73,26.56,24.39,14.21,4.11,0,0,68,50,50,0,1172.654584,7340,"7360","32.3","28.32","0.87","19.57","0","7.4","0","0","0.48","312","91.11","8.89","15653","0.433","2.40756428678022","36830",36005025100,"283","2.40756428678022","Cluster"
19.33,29.45,22.43,17.96,9.26,1.22,0.36,72,0,16.67,83.33,1555.410448,2780,"2787","36.7","56.66","39.58","4.02","0","10.55","0","0","2.51","59","95.85","4.15","32481","0.428","-1.64387325206989","77500",36005025200,"61","-1.64387325206989","Uncluster"
32.18,31,25.77,8.54,2.5,0,0,80,0,0,100,1202.549124,6145,"6199","30","20.44","0.39","13.39","0","3.44","0","1.45","1.77","295","89.81","10.19","14813","0.3857","3.09293694218518","36481",36005025300,"247","3.09293694218518","Cluster"
19.45,23.9,28.56,17.08,6.08,2.16,2.77,58,24.14,0,75.86,1503.617571,1997,"1997","40.4","74.56","59.69","3.15","0","10.82","0","0","0.9","61","93.3","6.7","27870","0.439","-1.47298264896859","52853",36005025400,"28","-1.47298264896859","Uncluster"
23.93,28.66,25.75,6.01,10.74,2.73,2.18,63,57.14,0,42.86,1390.88729,1625,"1696","33.2","34.38","15.57","7.19","0","9.49","0","0","2.12","161","81.85","18.15","24766","0.4402","-1.00241764963526","52700",36005025600,"90","-1.00241764963526","Uncluster"
17.11,35.27,26.02,16.12,5.48,0,0,28,100,0,0,1388.906009,1999,"1999","31","17.86","1.8","14.26","0","0.2","0","1.15","0.45","84","94","6","26550","0.4965","0.222598626746033","52926",36005025700,"99","0.222598626746033","Uncluster"
9.31,15.96,24.18,32.71,10.76,5.14,1.93,58,0,18.97,81.03,1361.538462,2027,"2097","50.3","56.7","4.72","46.11","0","3.34","0","0","2.53","30","97.17","2.83","44591","0.3715","0.234141118496996","76272",36005026100,"71","0.234141118496996","Uncluster"
36.43,27.86,22.2,6.29,5.88,1.35,0,168,32.74,0,67.26,1031.868132,5692,"6218","35.8","30.54","8.75","19.12","1.75","0","0","0.39","0.53","205","91.6","8.4","15558","0.5664","1.20773396268315","19629",36005026300,"252","1.20773396268315","Uncluster"
24.98,27.13,26.96,9.93,8.09,1.5,1.41,237,0,25.32,74.68,1252.447552,4868,"4868","38.8","48.36","33.16","5.09","0","8.61","0","0.6","0.9","137","94.49","5.51","28228","0.4265","-0.672335752972637","48832",36005026400,"160","-0.672335752972637","Uncluster"
37.36,31.22,23.83,6.43,0.79,0,0.36,119,88.24,0,11.76,1241.937023,7666,"7851","31.2","17.31","3.11","7.74","0","3.08","0","2.18","1.2","661","83.68","16.32","14617","0.4378","2.47385279174694","41187",36005026500,"409","2.47385279174694","Cluster"
16.25,32.14,28,15.69,6.7,0.87,0.35,58,65.52,0,34.48,1426.079137,3452,"3452","38","36.33","25.58","5.74","0","2.64","0","0.72","1.65","31","98.26","1.74","31693","0.4144","-0.291986217994436","60357",36005026601,"63","-0.291986217994436","Uncluster"
